year	prev_2_10	prev_2_10_smooth	prev_0_5	prev_0_5_smooth	prev_6_15	prev_6_15_smooth	prev_15	prev_15_smooth	prev_all	prev_all_smooth	clin_inc_0_5	clin_inc_0_5_smooth	clin_inc_5_15	clin_inc_5_15_smooth	clin_inc_15	clin_inc_15_smooth	clin_inc_all	clin_inc_all_smooth	EIR	EIR_smooth	num_itn	num_irs	num_trt	num_smc	num_mda_trt	num_mda_screen	num_vaccinees	num_vacc_doses	num_vaccinees_boost
2.03846	0.0955715	0.0951135	0.0601886	0.0595239	0.124545	0.124314	0.0950586	0.0952518	0.0953453	0.0952946	0.340805	0.347113	0.447801	0.450911	0.260539	0.258397	0.333546	0.334781	2.45975	2.4753	0	0	992107	0	0	0	0	0	0
2.05769	0.0955077	0.0951022	0.0601219	0.059528	0.124687	0.124308	0.0950006	0.095236	0.0953455	0.0952835	0.348513	0.346779	0.450202	0.450926	0.256053	0.258343	0.333706	0.334688	2.47389	2.47438	0	0	1.00131e+006	0	0	0	0	0	0
2.07692	0.0955582	0.0950891	0.0602579	0.0595324	0.124501	0.124307	0.0950621	0.0952228	0.0953649	0.0952753	0.346358	0.346956	0.445987	0.451023	0.256969	0.258359	0.332428	0.334761	2.46059	2.47466	0	0	1.01048e+006	0	0	0	0	0	0
2.09615	0.0956659	0.0950815	0.0604192	0.0595397	0.124489	0.124306	0.0950886	0.0952143	0.0954238	0.09527	0.358444	0.346845	0.452511	0.451096	0.259497	0.258407	0.338176	0.334782	2.47991	2.47451	0	0	1.01977e+006	0	0	0	0	0	0
2.11538	0.0955379	0.0950799	0.0602018	0.0595547	0.124177	0.124301	0.0951785	0.0952077	0.0953408	0.095267	0.343587	0.347331	0.433602	0.451111	0.25978	0.258534	0.329509	0.334951	2.47018	2.47489	0	0	1.02879e+006	0	0	0	0	0	0
2.13462	0.0951486	0.0950703	0.0599288	0.0595659	0.124175	0.124284	0.095165	0.0952038	0.0952466	0.0952615	0.333066	0.347281	0.441237	0.450545	0.2562	0.258531	0.32781	0.334768	2.46216	2.47476	0	0	1.03785e+006	0	0	0	0	0	0
2.15385	0.0951213	0.0950548	0.0600611	0.0595686	0.123966	0.124274	0.0951335	0.0951968	0.0952087	0.0952538	0.346702	0.346937	0.452438	0.450189	0.255997	0.258465	0.33396	0.334556	2.45874	2.4739	0	0	1.04714e+006	0	0	0	0	0	0
2.17308	0.0947839	0.0950422	0.0600008	0.0595708	0.124038	0.12426	0.0949972	0.0951939	0.0951307	0.0952471	0.352186	0.346926	0.453478	0.450299	0.255067	0.258506	0.334976	0.334605	2.49556	2.47324	0	0	1.05639e+006	0	0	0	0	0	0
2.19231	0.0947749	0.0950248	0.0601847	0.0595755	0.12403	0.124246	0.095112	0.0951861	0.0951838	0.095239	0.360797	0.347145	0.450662	0.450355	0.263744	0.258398	0.340201	0.334615	2.50361	2.47326	0	0	1.0658e+006	0	0	0	0	0	0
2.21154	0.0952108	0.0950138	0.0601998	0.0595888	0.124367	0.124238	0.0952762	0.0951818	0.0954071	0.0952352	0.355548	0.347529	0.473732	0.450393	0.26572	0.258527	0.346948	0.33477	2.48645	2.47374	0	0	1.0755e+006	0	0	0	0	0	0
