"days","AL_Fougamou GA","ASAQ_Fougamou GA","AL_Ndola ZM","ASAQ_Ndola ZM","AL_Pweto CD","ASAQ_Pweto CD","AL_Pamol NG","ASAQ_Pamol NG","AL_Bobo Dioulasso BF","ASAQ_Bobo Dioulasso BF","AL_Gourcy BF","ASAQ_Gourcy BF","AL_Kisumu KE","ASAQ_Kisumu KE","AL_Nimba LR","ASAQ_Nimba LR","AL_Sikasso ML","ASAQ_Sikasso ML","AL_Tororo UG [Yeka]","ASAQ_Tororo UG [Yeka]","AL_Nanoro BF","ASAQ_Nanoro BF","AL_Tororo UG [Bukirwa]","ASAQ_Tororo UG [Bukirwa]"
14.4,0.000147058823529412,0.00161764705882353,0.00188405797101449,0.00078125,0.00214285714285714,0.000775193798449612,0,0.000880503144654088,0.000948509485094851,0.00176151761517615,0.0333928571428571,0.00390625,0,0.0106741573033708,0,0.0265957446808511,0.0261864406779661,0.00184549356223176,0.00315789473684211,0.0258947368421053,0.0549416342412451,0.0156776556776557,0.0104761904761905,0.101846153846154
14.5,0.000147058823529412,0.00161764705882353,0.00217391304347826,0.00078125,0.00261904761904762,0.000775193798449612,0,0.000880503144654088,0.00111111111111111,0.00186991869918699,0.035,0.004140625,0,0.011123595505618,0,0.0275886524822695,0.028135593220339,0.00197424892703863,0.00373684210526316,0.0272631578947368,0.0585214007782101,0.0163736263736264,0.0113756613756614,0.105025641025641
14.6,0.000147058823529412,0.00161764705882353,0.00217391304347826,0.00078125,0.00301587301587302,0.000775193798449612,0,0.000943396226415094,0.00124661246612466,0.00195121951219512,0.0367857142857143,0.00421875,0,0.0115168539325843,0,0.0285106382978723,0.0304661016949153,0.00206008583690987,0.004,0.0280526315789474,0.0615175097276265,0.0174358974358974,0.0128571428571429,0.107692307692308
14.7,0.000294117647058824,0.00161764705882353,0.00231884057971014,0.00078125,0.00341269841269841,0.000775193798449612,0,0.0010062893081761,0.00149051490514905,0.00208672086720867,0.0379464285714286,0.004375,0,0.0121910112359551,0,0.0293617021276596,0.0327118644067797,0.00218884120171674,0.00494736842105263,0.0293157894736842,0.0650194552529183,0.0182417582417582,0.0143386243386243,0.109846153846154
14.8,0.000294117647058824,0.00161764705882353,0.00246376811594203,0.00078125,0.00365079365079365,0.000775193798449612,0,0.00106918238993711,0.00170731707317073,0.00222222222222222,0.0401785714285714,0.004609375,0,0.0126966292134831,0,0.030709219858156,0.0348728813559322,0.00223175965665236,0.00557894736842105,0.0304736842105263,0.0690661478599222,0.0192307692307692,0.0168783068783069,0.113076923076923
14.9,0.000294117647058824,0.00161764705882353,0.00260869565217391,0.00078125,0.00380952380952381,0.000852713178294574,0,0.00125786163522013,0.00205962059620596,0.00241192411924119,0.0409821428571429,0.004765625,0,0.0130337078651685,0,0.0316312056737589,0.0365677966101695,0.00231759656652361,0.00605263157894737,0.0316315789473684,0.0726848249027237,0.0204761904761905,0.0187830687830688,0.115948717948718
15,0.000294117647058824,0.00161764705882353,0.00304347826086957,0.0009375,0.00412698412698413,0.000930232558139535,0,0.00138364779874214,0.00252032520325203,0.00257452574525745,0.0425892857142857,0.005234375,0,0.0134831460674157,0,0.0323404255319149,0.0390677966101695,0.00253218884120172,0.00673684210526316,0.0327368421052632,0.0762256809338521,0.0214285714285714,0.0203703703703704,0.119538461538462
15.1,0.000441176470588235,0.00220588235294118,0.00333333333333333,0.0009375,0.00452380952380952,0.000930232558139535,0,0.00144654088050314,0.00281842818428184,0.00276422764227642,0.0435714285714286,0.005546875,0,0.0141573033707865,0,0.033758865248227,0.0411864406779661,0.00291845493562232,0.00763157894736842,0.0336842105263158,0.0797665369649805,0.0221978021978022,0.0221693121693122,0.122769230769231
15.2,0.000441176470588235,0.00220588235294118,0.00376811594202899,0.0009375,0.00492063492063492,0.000930232558139535,0,0.00150943396226415,0.00314363143631436,0.00292682926829268,0.0451785714285714,0.005859375,0,0.0145505617977528,0,0.0346808510638298,0.0430084745762712,0.00313304721030043,0.00873684210526316,0.0352631578947368,0.083579766536965,0.0230769230769231,0.0237566137566138,0.125948717948718
15.3,0.000441176470588235,0.00220588235294118,0.00376811594202899,0.0009375,0.00523809523809524,0.0010077519379845,0,0.00163522012578616,0.00363143631436314,0.00314363143631436,0.0470535714285714,0.006015625,0,0.0148876404494382,0,0.0354609929078014,0.0453813559322034,0.00343347639484979,0.00963157894736842,0.037,0.0882101167315175,0.0236263736263736,0.0264021164021164,0.129025641025641
15.4,0.000441176470588235,0.00220588235294118,0.00405797101449275,0.0009375,0.00571428571428571,0.00108527131782946,0,0.00163522012578616,0.00409214092140921,0.00327913279132791,0.0483035714285714,0.00609375,5.58659217877095e-05,0.0153370786516854,0,0.0365957446808511,0.0484322033898305,0.00356223175965665,0.0107894736842105,0.0383157894736842,0.0924902723735408,0.0245787545787546,0.0288888888888889,0.13174358974359
15.5,0.000441176470588235,0.00220588235294118,0.00405797101449275,0.0009375,0.00603174603174603,0.00116279069767442,0,0.00169811320754717,0.00490514905149052,0.00360433604336043,0.0500892857142857,0.006640625,5.58659217877095e-05,0.0157303370786517,0,0.0378723404255319,0.0514406779661017,0.00369098712446352,0.0114736842105263,0.0394210526315789,0.0963424124513619,0.0259340659340659,0.031005291005291,0.135384615384615
15.6,0.000441176470588235,0.00220588235294118,0.00449275362318841,0.0009375,0.00650793650793651,0.00124031007751938,0,0.00182389937106918,0.00523035230352304,0.00384823848238482,0.0517857142857143,0.00703125,5.58659217877095e-05,0.0164606741573034,0,0.038936170212766,0.0542372881355932,0.00390557939914163,0.0130526315789474,0.0407368421052632,0.0997665369649805,0.0267765567765568,0.0335449735449735,0.138102564102564
15.7,0.000588235294117647,0.00220588235294118,0.00463768115942029,0.00125,0.00698412698412698,0.0013953488372093,0,0.00188679245283019,0.00579945799457995,0.00414634146341463,0.0535714285714286,0.00734375,5.58659217877095e-05,0.0171348314606742,0,0.040354609929078,0.0563983050847458,0.00420600858369099,0.0140526315789474,0.0424210526315789,0.103696498054475,0.0278388278388278,0.035978835978836,0.141333333333333
15.8,0.000735294117647059,0.00220588235294118,0.00478260869565217,0.00140625,0.00738095238095238,0.0013953488372093,6.09756097560976e-05,0.0020125786163522,0.00666666666666667,0.00439024390243902,0.055,0.00765625,5.58659217877095e-05,0.0178651685393258,0,0.0418439716312057,0.0592372881355932,0.00463519313304721,0.0155789473684211,0.0438947368421053,0.107898832684825,0.0291941391941392,0.0386243386243386,0.144871794871795
15.9,0.000735294117647059,0.00220588235294118,0.00507246376811594,0.0015625,0.00817460317460317,0.0013953488372093,6.09756097560976e-05,0.0020125786163522,0.00720867208672087,0.00479674796747968,0.05625,0.00796875,5.58659217877095e-05,0.0184831460674157,0,0.0429078014184397,0.0621186440677966,0.0048068669527897,0.0168947368421053,0.0453684210526316,0.112451361867704,0.0302197802197802,0.041957671957672,0.148358974358974
16,0.000882352941176471,0.00220588235294118,0.00521739130434783,0.0015625,0.00857142857142857,0.00147286821705426,6.09756097560976e-05,0.00226415094339623,0.00791327913279133,0.00504065040650407,0.0573214285714286,0.008359375,0.000111731843575419,0.0191011235955056,0,0.0440425531914894,0.0649576271186441,0.00510729613733906,0.0184210526315789,0.0469473684210526,0.116964980544747,0.0314285714285714,0.0443915343915344,0.151025641025641
16.1,0.00102941176470588,0.00235294117647059,0.00550724637681159,0.0015625,0.00920634920634921,0.00170542635658915,6.09756097560976e-05,0.00245283018867925,0.00869918699186992,0.00523035230352304,0.0583035714285714,0.008671875,0.000111731843575419,0.0193820224719101,0,0.0454609929078014,0.0675,0.00540772532188841,0.0196315789473684,0.0484210526315789,0.121011673151751,0.0331868131868132,0.0482539682539683,0.15425641025641
16.2,0.00117647058823529,0.00235294117647059,0.00550724637681159,0.0015625,0.00936507936507936,0.00201550387596899,0.000121951219512195,0.00257861635220126,0.00953929539295393,0.00569105691056911,0.0596428571428571,0.008984375,0.000111731843575419,0.0201685393258427,0,0.0468794326241135,0.0705084745762712,0.00579399141630901,0.0208947368421053,0.0499473684210526,0.125447470817121,0.0346153846153846,0.0523280423280423,0.157794871794872
16.3,0.00132352941176471,0.0025,0.00608695652173913,0.00171875,0.01,0.00217054263565891,0.000121951219512195,0.00264150943396226,0.0102981029810298,0.0059349593495935,0.0617857142857143,0.009296875,0.000111731843575419,0.0208988764044944,0,0.0480141843971631,0.0734322033898305,0.00600858369098712,0.0224736842105263,0.0516842105263158,0.130428015564202,0.036043956043956,0.0557142857142857,0.160461538461538
16.4,0.00132352941176471,0.0025,0.00652173913043478,0.00171875,0.0104761904761905,0.00217054263565891,0.000121951219512195,0.00289308176100629,0.0111382113821138,0.00623306233062331,0.063125,0.009453125,0.000111731843575419,0.0215168539325843,0,0.0495035460992908,0.0761440677966102,0.0063519313304721,0.0241578947368421,0.0534736842105263,0.13420233463035,0.0376923076923077,0.0589417989417989,0.163846153846154
16.5,0.00132352941176471,0.0025,0.00681159420289855,0.00171875,0.011031746031746,0.00232558139534884,0.000121951219512195,0.0030188679245283,0.0118428184281843,0.00661246612466125,0.0651785714285714,0.009921875,0.000111731843575419,0.0220224719101124,0.00015748031496063,0.0506382978723404,0.0788559322033898,0.00678111587982833,0.0258421052631579,0.0550526315789474,0.138793774319066,0.0391941391941392,0.0620634920634921,0.167384615384615
16.6,0.00147058823529412,0.00264705882352941,0.00681159420289855,0.00171875,0.0119047619047619,0.00232558139534884,0.000121951219512195,0.00327044025157233,0.0127642276422764,0.0070189701897019,0.0669642857142857,0.0103125,0.000111731843575419,0.0229213483146067,0.00015748031496063,0.0519858156028369,0.0810593220338983,0.00746781115879828,0.0276842105263158,0.0565789473684211,0.143579766536965,0.0405494505494505,0.0658201058201058,0.170820512820513
16.7,0.00161764705882353,0.00279411764705882,0.0072463768115942,0.00171875,0.0125396825396825,0.00248062015503876,0.000121951219512195,0.00358490566037736,0.0137669376693767,0.00739837398373984,0.0682142857142857,0.010859375,0.000111731843575419,0.0234831460674157,0.00015748031496063,0.0533333333333333,0.083093220338983,0.00789699570815451,0.0297368421052632,0.058578947368421,0.147782101167315,0.041978021978022,0.0697883597883598,0.173846153846154
16.8,0.00176470588235294,0.00279411764705882,0.00753623188405797,0.00203125,0.0130952380952381,0.00255813953488372,0.000121951219512195,0.00389937106918239,0.0149051490514905,0.00761517615176152,0.0697321428571429,0.011484375,0.000111731843575419,0.024438202247191,0.000236220472440945,0.0546808510638298,0.0858050847457627,0.00841201716738197,0.0312631578947368,0.0605263157894737,0.152217898832685,0.0435897435897436,0.0734391534391534,0.177487179487179
16.9,0.00205882352941176,0.00294117647058824,0.00768115942028985,0.00234375,0.0134920634920635,0.00271317829457364,0.000121951219512195,0.00421383647798742,0.0159078590785908,0.00788617886178862,0.0714285714285714,0.011796875,0.000111731843575419,0.0249438202247191,0.00031496062992126,0.0564539007092199,0.0884745762711864,0.00888412017167382,0.0335263157894737,0.0624210526315789,0.156887159533074,0.0447619047619048,0.0774603174603175,0.181897435897436
17,0.00220588235294118,0.00294117647058824,0.00811594202898551,0.00234375,0.0141269841269841,0.00286821705426357,0.000121951219512195,0.00427672955974843,0.0171815718157182,0.00842818428184282,0.0732142857142857,0.01234375,0.000167597765363128,0.0257865168539326,0.000551181102362205,0.0577304964539007,0.0910593220338983,0.00974248927038627,0.0356842105263158,0.0642631578947368,0.16147859922179,0.0461538461538462,0.0819047619047619,0.185897435897436
17.1,0.00235294117647059,0.00308823529411765,0.00811594202898551,0.00234375,0.0145238095238095,0.00302325581395349,0.000121951219512195,0.00446540880503145,0.0184010840108401,0.00880758807588076,0.0747321428571429,0.012578125,0.000167597765363128,0.0263483146067416,0.00078740157480315,0.0593617021276596,0.0942796610169492,0.0104721030042918,0.0378947368421053,0.0661052631578947,0.165992217898833,0.0475091575091575,0.0860846560846561,0.190102564102564
17.2,0.00235294117647059,0.00323529411764706,0.00811594202898551,0.00234375,0.0148412698412698,0.00317829457364341,0.000121951219512195,0.00446540880503145,0.0195934959349593,0.00924119241192412,0.0766964285714286,0.0128125,0.000167597765363128,0.0274157303370787,0.000866141732283465,0.0609219858156028,0.0965677966101695,0.0111158798283262,0.0402631578947368,0.0671578947368421,0.170739299610895,0.0489010989010989,0.0910582010582011,0.194153846153846
17.3,0.00235294117647059,0.00338235294117647,0.00855072463768116,0.00234375,0.0151587301587302,0.00325581395348837,0.000121951219512195,0.00471698113207547,0.0207317073170732,0.00975609756097561,0.0780357142857143,0.01328125,0.000167597765363128,0.0284831460674157,0.00102362204724409,0.0622695035460993,0.0992796610169492,0.0116738197424893,0.0428421052631579,0.0686842105263158,0.174591439688716,0.0505128205128205,0.0953439153439153,0.198051282051282
17.4,0.0025,0.00338235294117647,0.00869565217391304,0.0025,0.0155555555555556,0.00341085271317829,0.000121951219512195,0.00484276729559748,0.0217886178861789,0.0101626016260163,0.0790178571428571,0.013828125,0.000335195530726257,0.0292134831460674,0.00125984251968504,0.063758865248227,0.101779661016949,0.0123175965665236,0.0464210526315789,0.0704736842105263,0.177976653696498,0.052014652014652,0.100529100529101,0.202820512820513
17.5,0.00279411764705882,0.00338235294117647,0.00898550724637681,0.00265625,0.015952380952381,0.00356589147286822,0.000182926829268293,0.00522012578616352,0.0229268292682927,0.0106775067750678,0.0811607142857143,0.014375,0.000335195530726257,0.0301123595505618,0.00125984251968504,0.065177304964539,0.104237288135593,0.0127038626609442,0.0485789473684211,0.0718421052631579,0.181906614785992,0.0534065934065934,0.106084656084656,0.206615384615385
17.6,0.00294117647058824,0.00338235294117647,0.00898550724637681,0.00265625,0.0165079365079365,0.00364341085271318,0.000182926829268293,0.00522012578616352,0.0240108401084011,0.011029810298103,0.0825,0.01484375,0.000335195530726257,0.0306179775280899,0.0015748031496063,0.0665957446808511,0.107245762711864,0.0130472103004292,0.0519473684210526,0.0737368421052632,0.185836575875486,0.0556043956043956,0.111534391534392,0.209846153846154
17.7,0.00308823529411765,0.00352941176470588,0.0091304347826087,0.00265625,0.0170634920634921,0.00364341085271318,0.000182926829268293,0.00547169811320755,0.0253929539295393,0.0114092140921409,0.0841071428571429,0.015546875,0.000391061452513966,0.0312921348314607,0.00165354330708661,0.0685106382978723,0.109449152542373,0.0137339055793991,0.0552631578947368,0.0756842105263158,0.190661478599222,0.0575824175824176,0.116560846560847,0.213025641025641
17.8,0.00338235294117647,0.00352941176470588,0.0091304347826087,0.00265625,0.0176984126984127,0.0037984496124031,0.000182926829268293,0.00559748427672956,0.0266937669376694,0.0118428184281843,0.0850892857142857,0.016171875,0.000446927374301676,0.0318539325842697,0.00181102362204724,0.0697163120567376,0.112754237288136,0.0142918454935622,0.0584210526315789,0.078,0.195058365758755,0.0594871794871795,0.121746031746032,0.217076923076923
17.9,0.00367647058823529,0.00352941176470588,0.00942028985507246,0.0028125,0.018015873015873,0.00395348837209302,0.000182926829268293,0.00591194968553459,0.0280758807588076,0.0123848238482385,0.0860714285714286,0.01671875,0.000446927374301676,0.0321348314606742,0.00188976377952756,0.0717021276595745,0.115423728813559,0.0147210300429185,0.0612105263157895,0.0798947368421053,0.19863813229572,0.0617948717948718,0.127354497354497,0.221128205128205
18,0.00382352941176471,0.00352941176470588,0.00942028985507246,0.0028125,0.0186507936507937,0.00403100775193798,0.000182926829268293,0.0059748427672956,0.0294037940379404,0.0127913279132791,0.0876785714285714,0.016953125,0.000502793296089386,0.0326404494382022,0.0021259842519685,0.0726950354609929,0.118008474576271,0.0152789699570815,0.0644210526315789,0.0817368421052632,0.202062256809339,0.0638461538461538,0.131322751322751,0.22548717948718
18.1,0.00411764705882353,0.00367647058823529,0.00985507246376812,0.0028125,0.0192857142857143,0.00426356589147287,0.000182926829268293,0.00622641509433962,0.0309756097560976,0.0132791327913279,0.0889285714285714,0.017578125,0.000502793296089386,0.0335955056179775,0.00228346456692913,0.074113475177305,0.120169491525424,0.016137339055794,0.0679473684210526,0.0837894736842105,0.206186770428016,0.0661538461538462,0.136137566137566,0.229435897435897
18.2,0.00411764705882353,0.00382352941176471,0.0104347826086957,0.00296875,0.0198412698412698,0.00441860465116279,0.000182926829268293,0.00635220125786163,0.0322493224932249,0.0137127371273713,0.0898214285714286,0.017890625,0.000502793296089386,0.0342696629213483,0.00251968503937008,0.0757446808510638,0.122457627118644,0.0169098712446352,0.0717368421052632,0.0856315789473684,0.210272373540856,0.0689377289377289,0.141005291005291,0.233589743589744
18.3,0.00411764705882353,0.00411764705882353,0.0108695652173913,0.003125,0.0202380952380952,0.00457364341085271,0.000182926829268293,0.00647798742138365,0.0338211382113821,0.014390243902439,0.0914285714285714,0.01828125,0.000614525139664804,0.0352247191011236,0.00275590551181102,0.0777304964539007,0.125508474576271,0.0178540772532189,0.0751052631578947,0.0874736842105263,0.214007782101167,0.0710622710622711,0.146296296296296,0.237384615384615
18.4,0.00441176470588235,0.00426470588235294,0.011304347826087,0.003125,0.0208730158730159,0.00472868217054264,0.000182926829268293,0.00672955974842767,0.0349864498644986,0.0149593495934959,0.093125,0.018984375,0.000670391061452514,0.0360674157303371,0.00275590551181102,0.0794326241134752,0.127881355932203,0.0187982832618026,0.0785263157894737,0.089578947368421,0.217704280155642,0.0731135531135531,0.151058201058201,0.241333333333333
18.5,0.00455882352941176,0.00441176470588235,0.0115942028985507,0.00328125,0.0211111111111111,0.00472868217054264,0.00024390243902439,0.00691823899371069,0.0360433604336043,0.0155284552845528,0.0945535714285714,0.019296875,0.000726256983240224,0.0365730337078652,0.0031496062992126,0.0809929078014184,0.130127118644068,0.0200429184549356,0.0822105263157895,0.0918947368421053,0.221828793774319,0.0753479853479853,0.157248677248677,0.246
18.6,0.00455882352941176,0.00441176470588235,0.0118840579710145,0.00328125,0.0218253968253968,0.0048062015503876,0.000304878048780488,0.0069811320754717,0.0375067750677507,0.0159620596205962,0.0961607142857143,0.01953125,0.000726256983240224,0.0373033707865169,0.00338582677165354,0.0824822695035461,0.132754237288136,0.0208154506437768,0.0857894736842105,0.0942631578947368,0.225603112840467,0.0780586080586081,0.162010582010582,0.250307692307692
18.7,0.00485294117647059,0.00441176470588235,0.0123188405797101,0.00328125,0.0227777777777778,0.00511627906976744,0.000426829268292683,0.00735849056603774,0.0388617886178862,0.016639566395664,0.0974107142857143,0.020078125,0.000726256983240224,0.0379775280898876,0.0037007874015748,0.0838297872340426,0.134957627118644,0.0218884120171674,0.0888947368421053,0.0963157894736842,0.229105058365759,0.0801831501831502,0.166084656084656,0.254102564102564
18.8,0.00485294117647059,0.00470588235294118,0.0123188405797101,0.00328125,0.0233333333333333,0.00527131782945736,0.000548780487804878,0.00754716981132075,0.0401084010840108,0.0170731707317073,0.0986607142857143,0.02078125,0.000726256983240224,0.0388202247191011,0.00433070866141732,0.0854609929078014,0.13771186440678,0.0228755364806867,0.0925789473684211,0.0982105263157895,0.233268482490272,0.0827106227106227,0.171746031746032,0.258871794871795
18.9,0.00485294117647059,0.00470588235294118,0.0123188405797101,0.0034375,0.0241269841269841,0.00527131782945736,0.000548780487804878,0.00786163522012579,0.0415989159891599,0.0176964769647696,0.0996428571428571,0.0215625,0.000837988826815642,0.0394943820224719,0.0047244094488189,0.0871631205673759,0.140381355932203,0.0239484978540773,0.0961578947368421,0.101,0.237120622568093,0.0852380952380952,0.177566137566138,0.263846153846154
19,0.005,0.00470588235294118,0.0130434782608696,0.00375,0.0247619047619048,0.00542635658914729,0.000548780487804878,0.00830188679245283,0.0432249322493225,0.0184823848238482,0.100803571428571,0.0221875,0.000949720670391061,0.040561797752809,0.00503937007874016,0.0885106382978723,0.143093220338983,0.0249356223175966,0.100052631578947,0.103157894736842,0.240972762645914,0.0878754578754579,0.182275132275132,0.268205128205128
19.1,0.00529411764705882,0.00470588235294118,0.0133333333333333,0.00375,0.0253968253968254,0.00550387596899225,0.000609756097560976,0.00867924528301887,0.0446070460704607,0.019159891598916,0.101696428571429,0.022890625,0.00111731843575419,0.0419101123595506,0.00559055118110236,0.0898581560283688,0.145635593220339,0.0257081545064378,0.103684210526316,0.105736842105263,0.245330739299611,0.09003663003663,0.187513227513228,0.271794871794872
19.2,0.00544117647058823,0.00485294117647059,0.0134782608695652,0.00375,0.0261111111111111,0.00589147286821705,0.000670731707317073,0.0089937106918239,0.0460975609756098,0.0197018970189702,0.103035714285714,0.02375,0.00128491620111732,0.0428089887640449,0.00614173228346457,0.0917021276595745,0.148135593220339,0.0266094420600858,0.106842105263158,0.108894736842105,0.249182879377432,0.0925274725274725,0.192910052910053,0.275179487179487
19.3,0.00558823529411765,0.00514705882352941,0.0140579710144928,0.00390625,0.0270634920634921,0.0062015503875969,0.000853658536585366,0.00937106918238994,0.0473170731707317,0.0205420054200542,0.104196428571429,0.024140625,0.00156424581005587,0.0437078651685393,0.00661417322834646,0.0932624113475177,0.150550847457627,0.0276824034334764,0.110315789473684,0.111684210526316,0.253501945525292,0.0953846153846154,0.198730158730159,0.279230769230769
19.4,0.00573529411764706,0.00514705882352941,0.0143478260869565,0.00390625,0.0276984126984127,0.00627906976744186,0.00103658536585366,0.010062893081761,0.0491869918699187,0.0209756097560976,0.10625,0.025234375,0.00167597765363128,0.0447191011235955,0.00724409448818898,0.0953900709219858,0.152627118644068,0.0286695278969957,0.114210526315789,0.114526315789474,0.25704280155642,0.0979487179487179,0.203809523809524,0.283230769230769
19.5,0.00573529411764706,0.00573529411764706,0.0144927536231884,0.0040625,0.0284126984126984,0.00643410852713178,0.00109756097560976,0.0106289308176101,0.0504607046070461,0.0215447154471545,0.107767857142857,0.025546875,0.0017877094972067,0.0460112359550562,0.00779527559055118,0.0965248226950355,0.154237288135593,0.03,0.117578947368421,0.116736842105263,0.260077821011673,0.10043956043956,0.20962962962963,0.287282051282051
19.6,0.00573529411764706,0.00573529411764706,0.0149275362318841,0.0040625,0.029047619047619,0.00651162790697674,0.00128048780487805,0.0110062893081761,0.0517615176151762,0.0221951219512195,0.108928571428571,0.02671875,0.00195530726256983,0.0475842696629213,0.00818897637795276,0.0985815602836879,0.156228813559322,0.0311587982832618,0.121368421052632,0.119421052631579,0.263852140077821,0.103040293040293,0.214391534391534,0.290769230769231
19.7,0.00588235294117647,0.00573529411764706,0.0150724637681159,0.0040625,0.0293650793650794,0.00666666666666667,0.00140243902439024,0.0114465408805031,0.05289972899729,0.0231978319783198,0.109553571428571,0.0275,0.00212290502793296,0.048876404494382,0.00889763779527559,0.100354609929078,0.158813559322034,0.0319742489270386,0.125473684210526,0.122315789473684,0.267976653696498,0.105384615384615,0.218306878306878,0.294923076923077
19.8,0.00632352941176471,0.00588235294117647,0.0152173913043478,0.00421875,0.0298412698412698,0.00682170542635659,0.00158536585365854,0.0117610062893082,0.0542818428184282,0.0241192411924119,0.110535714285714,0.02828125,0.00251396648044693,0.0498314606741573,0.0094488188976378,0.101489361702128,0.160847457627119,0.0330901287553648,0.128684210526316,0.125052631578947,0.271556420233463,0.107472527472527,0.223544973544974,0.299076923076923
19.9,0.00632352941176471,0.00632352941176471,0.0155072463768116,0.004375,0.0301587301587302,0.00697674418604651,0.00170731707317073,0.0120125786163522,0.0557994579945799,0.0250948509485095,0.111607142857143,0.028828125,0.00279329608938547,0.0512359550561798,0.0103149606299213,0.103617021276596,0.16343220338983,0.034206008583691,0.131894736842105,0.127368421052632,0.275214007782101,0.109377289377289,0.228412698412698,0.302923076923077
20,0.00647058823529412,0.00632352941176471,0.0155072463768116,0.004375,0.0308730158730159,0.0072093023255814,0.00170731707317073,0.0123270440251572,0.0572357723577236,0.0258807588075881,0.112589285714286,0.02953125,0.00307262569832402,0.052247191011236,0.0108661417322835,0.104964539007092,0.166186440677966,0.0351931330472103,0.135736842105263,0.129526315789474,0.27875486381323,0.112454212454212,0.233333333333333,0.307333333333333
20.1,0.00676470588235294,0.00647058823529412,0.0159420289855072,0.00453125,0.0311904761904762,0.00744186046511628,0.00189024390243902,0.0127044025157233,0.0588075880758808,0.0268563685636856,0.113928571428571,0.0303125,0.00335195530726257,0.053314606741573,0.0118110236220472,0.106524822695035,0.168559322033898,0.0360515021459227,0.139684210526316,0.131894736842105,0.282412451361868,0.114945054945055,0.237777777777778,0.311692307692308
20.2,0.00676470588235294,0.00647058823529412,0.0160869565217391,0.00453125,0.0316666666666667,0.0075968992248062,0.00207317073170732,0.0130188679245283,0.0602168021680217,0.0275338753387534,0.115714285714286,0.0309375,0.00363128491620112,0.0542696629213483,0.0125984251968504,0.10822695035461,0.171186440677966,0.0371244635193133,0.144210526315789,0.134684210526316,0.286342412451362,0.117948717948718,0.242169312169312,0.315846153846154
20.3,0.00676470588235294,0.00661764705882353,0.0165217391304348,0.0046875,0.0323015873015873,0.0075968992248062,0.00213414634146341,0.0133333333333333,0.0614363143631436,0.0282655826558266,0.116964285714286,0.0321875,0.00424581005586592,0.0556741573033708,0.0130708661417323,0.109716312056738,0.173516949152542,0.0383261802575107,0.147894736842105,0.137789473684211,0.290194552529183,0.12021978021978,0.246878306878307,0.320153846153846
20.4,0.00676470588235294,0.00661764705882353,0.0166666666666667,0.0046875,0.0326190476190476,0.00798449612403101,0.00231707317073171,0.0136477987421384,0.0628184281842818,0.0288888888888889,0.118125,0.033046875,0.00458100558659218,0.056685393258427,0.0137007874015748,0.112056737588652,0.175932203389831,0.0395278969957082,0.151263157894737,0.140421052631579,0.293657587548638,0.122380952380952,0.251216931216931,0.324051282051282
20.5,0.00691176470588235,0.00691176470588235,0.0171014492753623,0.005,0.0334920634920635,0.00837209302325581,0.0025609756097561,0.0137735849056604,0.064390243902439,0.0296476964769648,0.119821428571429,0.03359375,0.00491620111731844,0.0578089887640449,0.0141732283464567,0.113971631205674,0.178389830508475,0.0406437768240343,0.155315789473684,0.143105263157895,0.296964980544747,0.125274725274725,0.255291005291005,0.328153846153846
20.6,0.00691176470588235,0.00705882352941176,0.017536231884058,0.00515625,0.034047619047619,0.00844961240310078,0.0026219512195122,0.0142138364779874,0.0659620596205962,0.0304607046070461,0.121339285714286,0.0346875,0.00525139664804469,0.0584831460674157,0.0151181102362205,0.115886524822695,0.180635593220339,0.041931330472103,0.159052631578947,0.146421052631579,0.300077821011673,0.128021978021978,0.26026455026455,0.331794871794872
20.7,0.00691176470588235,0.00705882352941176,0.0178260869565217,0.00546875,0.0346825396825397,0.00868217054263566,0.00292682926829268,0.0149685534591195,0.0675338753387534,0.0311111111111111,0.122946428571429,0.03578125,0.00569832402234637,0.0592696629213483,0.015748031496063,0.117446808510638,0.183008474576271,0.0430472103004292,0.162315789473684,0.149157894736842,0.30408560311284,0.130695970695971,0.265820105820106,0.336051282051282
20.8,0.00691176470588235,0.00705882352941176,0.0178260869565217,0.005625,0.0352380952380952,0.0089922480620155,0.00323170731707317,0.0154088050314465,0.0688888888888889,0.0317886178861789,0.124196428571429,0.036875,0.00603351955307263,0.0607303370786517,0.0167716535433071,0.118936170212766,0.185338983050847,0.0441630901287554,0.167263157894737,0.151842105263158,0.307470817120623,0.133260073260073,0.27015873015873,0.340051282051282
20.9,0.00705882352941176,0.00720588235294118,0.0178260869565217,0.005625,0.0355555555555556,0.00914728682170543,0.00359756097560976,0.0155345911949686,0.0704336043360434,0.0326287262872629,0.126071428571429,0.03796875,0.00636871508379888,0.061685393258427,0.0176377952755906,0.120354609929078,0.187966101694915,0.0455364806866953,0.170157894736842,0.154842105263158,0.311011673151751,0.136190476190476,0.274761904761905,0.34374358974359
21,0.00705882352941176,0.00720588235294118,0.0179710144927536,0.005625,0.0361904761904762,0.00937984496124031,0.00384146341463415,0.0159119496855346,0.0721680216802168,0.033360433604336,0.127232142857143,0.03890625,0.00681564245810056,0.0626404494382023,0.0188976377952756,0.121702127659574,0.190508474576271,0.0465665236051502,0.173210526315789,0.158210526315789,0.314474708171206,0.139267399267399,0.279153439153439,0.34774358974359
