0	0	200	1
0.2	0	200	1
0.4	0	200	1
0.6	0	200	1
0.8	0	200	1
1	0	200	1
1.2	0	200	1
1.4	0	200	1
1.6	0	200	1
1.8	0	200	1
2	0	200	1
2.2	0	200	1
2.4	0	200	1
2.6	0	200	1
2.8	0	200	1
3	0	200	1
3.2	0	200	1
3.4	0	200	1
3.6	0	200	1
3.8	0	200	1
4	0	200	1
4.2	0	200	1
4.4	0	200	1
4.6	0	200	1
4.8	0	200	1
5	0	200	1
5.2	0	200	1
5.4	0	200	1
5.6	0	200	1
5.8	0	200	1
6	0	200	1
6.2	0	200	1
6.4	0	200	1
6.6	0	200	1
6.8	0	200	0.999999999999999
7	0	200	0.999999999999997
7.2	0	200	0.999999999999985
7.4	0	200	0.999999999999932
7.6	0	200	0.999999999999707
7.8	0	200	0.999999999998809
8	0	200	0.999999999995453
8.2	0	200	0.999999999983615
8.4	0	200	0.999999999944135
8.6	0	200	0.999999999819291
8.8	0	200	0.999999999444064
9	0	200	0.999999998369707
9.2	0	200	0.999999995432988
9.4	0	200	0.999999987754022
9.6	0	200	0.999999968510542
9.8	0	200	0.999999922211902
10	0	200	0.999999815091152
10.2	0	200	0.999999576379221
10.4	0	200	0.999999063275825
10.6	0	200	0.999997997993638
10.8	0	200	0.999995858955044
11	0	200	0.999991699841429
11.2	0	200	0.999983859837366
11.4	0	200	0.999969516724706
11.6	0	200	0.999944022873726
11.8	0	200	0.99989995496893
12	0	200	0.999825804723947
12.2	0	200	0.999704243789571
12.4	0	200	0.999509915608715
12.6	0	200	0.999206743548053
12.8	0	200	0.998744800014394
13	0	200	0.99805685452151
13.2	0	200	0.997054805335096
13.4	0	200	0.995626290970646
13.6	0	200	0.993631862390065
13.8	0	200	0.990903159661426
14	0	200	0.987242562942633
14.2	0	200	0.982424763661059
14.4	0	200	0.976200619019148
14.6	0	200	0.968303509758959
14.8	0	200	0.958458224271437
15	0	200	0.946392157239717
15.2	0	200	0.931848361279618
15.4	0	200	0.914599753734402
15.6	0	200	0.894463587503216
15.8	0	200	0.871315171310295
16	0	200	0.845099791076867
16.2	0	200	0.815841849935812
16.4	0	200	0.783650408028972
16.6	0	200	0.748720550786687
16.8	0	200	0.711330321942907
17	0	200	0.671833294019272
17.2	0	200	0.630647180282469
17.4	0	200	0.588239185370997
17.6	0	200	0.545109019269896
17.8	0	200	0.501770641761581
18	0	200	0.458733852664867
18.2	0	200	0.416486798309104
18.4	0	200	0.375480337454973
18.6	0	200	0.33611501834672
18.8	0	200	0.298731185496988
19	0	200	0.263602484569415
19.2	0	200	0.230932789599051
19.4	0	200	0.200856358593178
19.6	0	200	0.173440846070721
19.8	0	200	0.148692673298741
20	0	200	0.126564182014051
20.2	0	200	0.106961973217805
20.4	0	200	0.0897558530161171
20.6	0	200	0.0747878634592137
20.8	0	200	0.0618809574753847
21	0	200	0.0508469726849092
21.2	0	200	0.0414936593234009
21.4	0	200	0.0336306144671955
21.6	0	200	0.027074061968253
21.8	0	200	0.0216504908064692
22	0	200	0.0171992217880845
22.2	0	200	0.0135740132281685
22.4	0	200	0.0106438413874392
22.6	0	200	0.0082930028851077
22.8	0	200	0.00642068654547701
23	0	200	0.00494015384669488
23.2	0	200	0.00377765296456789
23.4	0	200	0.00287117373226675
23.6	0	200	0.00216913168474853
23.8	0	200	0.00162905031074412
24	0	200	0.00121629284561453
24.2	0	200	0.000902879153279024
24.4	0	200	0.000666409867542961
24.6	0	200	0.000489109119072739
24.8	0	200	0.000356988785455647
25	0	200	0.000259131050988959
25.2	0	200	0.000187081851391047
25.4	0	200	0.000134345172528749
